sample_id,gen_name,orig_text_clip,gen_text_clip,orig_gen_clip,orig_text_vclip,gen_text_vclip,orig_gen_vclip
662,662.mp4,0.328471839427948,0.343630850315094,0.9293519258499146,0.2384486198425293,0.22342005372047424,0.8939637541770935
663,663.mp4,0.3410314917564392,0.3761048913002014,0.8142366409301758,0.297931969165802,0.21724434196949005,0.7166032195091248
664,664.mp4,0.32958003878593445,0.3113609850406647,0.9491884708404541,0.2610948979854584,0.23605477809906006,0.9600690603256226
665,665.mp4,0.39356571435928345,0.37709033489227295,0.9558851718902588,0.32391810417175293,0.3296124041080475,0.8739748597145081
666,666.mp4,0.31914693117141724,0.36309367418289185,0.9339250922203064,0.2666322886943817,0.26281851530075073,0.9165520668029785
668,668.mp4,0.37507516145706177,0.37781357765197754,0.9177387952804565,0.30288785696029663,0.3041861951351166,0.9507152438163757
669,669.mp4,0.37759828567504883,0.3425721526145935,0.8931242227554321,0.26918306946754456,0.2531949281692505,0.9374908208847046
671,671.mp4,0.3463391661643982,0.3375557065010071,0.8855295181274414,0.20031346380710602,0.21103593707084656,0.7722939252853394
672,672.mp4,0.3311191499233246,0.35273584723472595,0.8433022499084473,0.2700321674346924,0.2764400243759155,0.8883088231086731
673,673.mp4,0.3896147608757019,0.3852534592151642,0.9213924407958984,0.2998599410057068,0.299471914768219,0.9349059462547302
674,674.mp4,0.3758849799633026,0.33651643991470337,0.9134572744369507,0.29249295592308044,0.26048627495765686,0.7526895403862
675,675.mp4,0.3755621910095215,0.3853354752063751,0.9383586645126343,0.3027734160423279,0.3001900613307953,0.9105265140533447
677,677.mp4,0.3274577558040619,0.3161848187446594,0.9475411176681519,0.2302335798740387,0.16437160968780518,0.7023071646690369
678,678.mp4,0.3060312569141388,0.33015304803848267,0.8878217339515686,0.24542944133281708,0.248121440410614,0.916915237903595
679,679.mp4,0.31884217262268066,0.3504495620727539,0.9217606782913208,0.2716631591320038,0.3037559390068054,0.8385846614837646
692,692.mp4,0.38098305463790894,0.32257458567619324,0.7800077795982361,0.18512140214443207,0.1897081732749939,0.3749508857727051
695,695.mp4,0.4188844561576843,0.4037289619445801,0.8786925077438354,0.30806222558021545,0.2961565852165222,0.6796368956565857
700,700.mp4,0.3255801498889923,0.33502671122550964,0.9300196766853333,0.23109474778175354,0.23580457270145416,0.7877250909805298
701,701.mp4,0.3142736256122589,0.31766563653945923,0.8538751602172852,0.21436570584774017,0.27119994163513184,0.5804046988487244
704,704.mp4,0.3651323914527893,0.3355017304420471,0.8245977759361267,0.28451764583587646,0.2481716275215149,0.7970727682113647
706,706.mp4,0.30182284116744995,0.34835052490234375,0.9481132626533508,0.27340587973594666,0.20511893928050995,0.7603356838226318
